,date,id,nama,umur,id_produk,produk,brand,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,rekomendasi,review
432,2022-01-17T14:22:39.000Z,349881,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/ariestyananda"">ariestyananda</a></p>]","[<p class=""profile-age"">30 - 34</p>]",77671,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/cleanser/toner/studio-tropik/herbitus-skin-tonic?tab=reviews"">Herbitus Skin Tonic</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/studio-tropik?tab=products&amp;order=popular&amp;page=1"">Studio Tropik</a></h3>]","[<span class=""rating-text"">4.6</span>]","[<span class=""rating-total"">(<!-- -->116<!-- -->)</span>]",Shopee,Toner,Cleanser,"[<p class=""profile-description"">Dry, Medium Light, Neutral</p>]",1 month - 3 months,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>ariestyananda recommends this product!</b></p>]","Npure cica exfoliating pad ini kemasannya jar. Ada seal alumunium di dalamnya. Untuk pad-nya sendiri ini termasuk yang tebal. It works to do an exfoliating. Tapi tetap gentle. Essencenya banyak meresap kesemua pad. Kerasa banget kok pas dipakainya. Sehabis exfo kulit berasa halus dan lebih cerah. Wanginya khas cica ya. Seperti wangi dedaunan gitu."""
433,2022-01-17T14:22:33.000Z,13301,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/dorihusodo"">dorihusodo</a></p>]","[<p class=""profile-age"">30 - 34</p>]",86381,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/la-roche-posay/la-roche-posay-effaclar-ultra-concentrated-serum?tab=reviews"">Effaclar Ultra Concentrated Serum</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/la-roche-posay?tab=products&amp;order=popular&amp;page=1"">La Roche Posay</a></h3>]","[<span class=""rating-text"">4.6</span>]","[<span class=""rating-total"">(<!-- -->84<!-- -->)</span>]",FD Try and Review,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Combination, Medium Dark, Warm</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>dorihusodo recommends this product!</b></p>]","finally bisa coba 2 produk lip carenya noera, banyak yang bisa lipa carenya bagus dan cakep. untuk lip scrubnya ini menurutku masih aman di bibir, butiran scrubnya gak terlalu tajem dan gak yg besar2 juga. setelahnya bikin bibir lembab dan halus, enak banget sih. untuk ukuran nya ini keciiil banget, menurutku cukup 1-2 bulan.dan ada yg kurang aku suka itu baunya, tapi gak ganggu sama sekali."""
434,2022-01-17T14:20:25.000Z,17927,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/fairuzs13"">fairuzs13</a></p>]","[<p class=""profile-age"">19 - 24</p>]",71723,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/by-wishtrend/quad-active-boosting-essence?tab=reviews"">Quad Active Boosting Essence</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/by-wishtrend?tab=products&amp;order=popular&amp;page=1"">By Wishtrend</a></h3>]","[<span class=""rating-text"">4.9</span>]","[<span class=""rating-total"">(<!-- -->10<!-- -->)</span>]",Shopee,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Combination, Light, Neutral</p>]",More than 1 year,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>fairuzs13 recommends this product!</b></p>]","Suka banget sama produknya, apalagi untuk wajah aku yang super sensitiv pokoknya super aman, sekali usap kotoran langsung ke angkat semua, parah banget sih produk ini. Pokonya secinta itu sama ponds micellar water yang ini. Ga ada duany !!!!!!"""
435,2022-01-17T14:18:50.000Z,5348,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/sintangsari"">sintangsari</a></p>]","[<p class=""profile-age"">25 - 29</p>]",15827,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/sun-protection-44/cosrx/aloe-soothing-sun-cream?tab=reviews"">Aloe Soothing Sun Cream</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/cosrx?tab=products&amp;order=popular&amp;page=1"">Cosrx</a></h3>]","[<span class=""rating-text"">4.1</span>]","[<span class=""rating-total"">(<!-- -->826<!-- -->)</span>]",Tokopedia,Sun Protection,Moisturizer,"[<p class=""profile-description"">Dry, Medium, Warm</p>]",3 months - 6 months,y,3,"[<p class=""recommend""><i class=""icon-ic_thumbs_down""><span class=""path1""></span><span class=""path2""></span></i><b>sintangsari doesn't recommend this product!<!-- --> </b></p>]","skincare jaman bahela tau ini gara2 ibuuku masi makeee, Pas dipake baguss bgttt Kaya kulit Kering, merah-merah dimuka, bekas jerawat dan bruntusan sembuh Dalam pemakaian seminggu langsung ilang jadi andalan bgtt Kalo kulit lagi bermasalah, aku make ini Pas malem terus Pas pagi nyerep dan muka juga jadi tidak abu2 malah cerahh bgtt Kalo abis pake ini."""
436,2022-01-17T14:15:09.000Z,957530,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/winda_julianti"">winda_julianti</a></p>]","[<p class=""profile-age"">30 - 34</p>]",77858,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/makeup-remover/face-62/biore/3-in-1-fresh-cleanser-makeup-remover?tab=reviews"">3-in-1 Fresh Cleanser Makeup Remover </a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/biore?tab=products&amp;order=popular&amp;page=1"">Biore</a></h3>]","[<span class=""rating-text"">4.7</span>]","[<span class=""rating-total"">(<!-- -->82<!-- -->)</span>]",Shopee,Face,Makeup Remover,"[<p class=""profile-description"">Oily, Medium, Neutral</p>]",6 months - 1 year,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>winda_julianti recommends this product!</b></p>]","Aku jatuh cinta sm tonernya! Unik bgt toner dengan bahan utama clay, teksturnya ringan dan mudah menyerap banget, kulit aku yg kombinasi cenderung berminyak jadi bener2 terkontrol minyaknya + gabikin kering juga, pokoknya yg kulit berminyak wajib bgt coba!"""
437,2022-01-17T14:13:47.000Z,755621,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/zuvie"">zuvie</a></p>]","[<p class=""profile-age"">19 - 24</p>]",65875,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/garnier/light-complete-vitamin-c-30x-booster-serum?tab=reviews"">Light Complete Vitamin C 30X Booster Serum</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/garnier?tab=products&amp;order=popular&amp;page=1"">Garnier</a></h3>]","[<span class=""rating-text"">4</span>]","[<span class=""rating-total"">(<!-- -->956<!-- -->)</span>]",Tokopedia,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Combination, Medium Dark, Warm</p>]",1 week - 1 month,y,2,"[<p class=""recommend""><i class=""icon-ic_thumbs_down""><span class=""path1""></span><span class=""path2""></span></i><b>zuvie doesn't recommend this product!<!-- --> </b></p>]","Produk lotion sejuta umat yaaa, sebelum pilihan lotion ada banyak seperti sekarang, dulu pasti pakainya ini... Lotion citra ini ada spfnya, jadi aku suka pakai pagi di badan khususnya tangan karena aku mengendarai motor, supaya gak gosong \xf0\x9f\x98\x85 yang aku suka dari lotion ini wanginya enak dan bener-bener kecium, lumayan awet malah menurutku. Melembabkannya cukup ya untuk kulitku yg emang gak bermasalah ini produk yg cukup oke kok. repurchase ? maybe... masih menunggu efek mencerahkannya, karena untuk pemakaian seminggu belum begitu terlihat."""
438,2022-01-17T14:11:52.000Z,880325,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/nandabhaktyp"">nandabhaktyp</a></p>]","[<p class=""profile-age"">19 - 24</p>]",80152,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/eye-treatment/eye-serum/npure/marigold-eye-power-serum-concentrate?tab=reviews"">Marigold Eye Power Serum Concentrate</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/npure?tab=products&amp;order=popular&amp;page=1"">N'pure</a></h3>]","[<span class=""rating-text"">4.9</span>]","[<span class=""rating-total"">(<!-- -->1877<!-- -->)</span>]",Instagram,Eye Serum,Eye Treatment,"[<p class=""profile-description"">19 - 24</p>]",Less than 1 week,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>nandabhaktyp recommends this product!</b></p>]","Buat variant yg baby fox ini packagingnya lucu jg, sesuai nama warnanya ada gambar kepala2 baby foxnya \xf0\x9f\x98\x86\\n\\nUdah 2x test pake di rumah, so far warnanya sesuai yg aku pengen ada hint peachnya gt, texturenya ringan\\n\\nCukup tahan lama, cuma klo dipake makan sama minum cepat hilang sih tp it\'s ok lah \xf0\x9f\x98\x85"""
439,2022-01-17T14:11:02.000Z,895754,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/SyahrahLy"">SyahrahLy</a></p>]","[<p class=""profile-age"">30 - 34</p>]",81749,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/peeling-50/npure/cica-clear-pad?tab=reviews"">Cica Clear Pad</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/npure?tab=products&amp;order=popular&amp;page=1"">N'pure</a></h3>]","[<span class=""rating-text"">4.9</span>]","[<span class=""rating-total"">(<!-- -->2496<!-- -->)</span>]",Instagram,Peeling,Treatment,"[<p class=""profile-description"">Combination, Medium, Neutral</p>]",1 week - 1 month,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>SyahrahLy recommends this product!</b></p>]"," wangi lotion ini enak banget , khas gitu beda dengan lotion yg lain . tekstur lotionnya juga bagus lembut gitu di kulit, efeknya keren banget ini mencerahkan kulit , melembabkan dan jadi halus kulitku .. """
440,2022-01-17T14:09:56.000Z,691284,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Arti"">Arti</a></p>]","[<p class=""profile-age"">25 - 29</p>]",61080,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment-color/mask-04/biolage/biolage-smoothproof-mask?tab=reviews"">SmoothProof Deep Treatment Pack Hair Mask for Frizzy Hair</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/biolage?tab=products&amp;order=popular&amp;page=1"">Biolage</a></h3>]","[<span class=""rating-text"">4.6</span>]","[<span class=""rating-total"">(<!-- -->11<!-- -->)</span>]",Instagram,Hair Mask,Treatment,"[<p class=""profile-description"">Combination, Light, Cool</p>]",1 month - 3 months,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Arti recommends this product!</b></p>]","aku sempet pakai ini tahun lalu, di rekomendasiin sama temen. Teksturnya suka, hbs pake muka kyk rada glowing gitu. Aku pakenya cuma malam hari aja, karena kalau pagi gitu kn naik motor, jadi brasa panas aja muka kena matahari. Cuma memang efek nya memang butuh waktu yang lebih lama dibanding tetangga."""
441,2022-01-17T14:08:50.000Z,944898,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/ulfaftr"">ulfaftr</a></p>]","[<p class=""profile-age"">19 - 24</p>]",51592,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/mask/wash-off-peel-off/wardah/wardah-mineral-clay-mask?tab=reviews"">Nature Daily Mineral+ Clarifying Clay Mask </a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/wardah?tab=products&amp;order=popular&amp;page=1"">Wardah</a></h3>]","[<span class=""rating-text"">4</span>]","[<span class=""rating-total"">(<!-- -->438<!-- -->)</span>]",Traditional market,Wash-Off,Mask,"[<p class=""profile-description"">Combination, Medium, Warm</p>]",1 month - 3 months,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>ulfaftr recommends this product!</b></p>]","Aku beli ini krna keracunan adekku wkwk ahkirnya aku beli. Kalau di pakai dikit aja ga gtu nempel dibinir krna mudah ilang. tp kalau pakainya kebanyakan pas binir di katupin malah nempel di gigi, gigi ku jd nya merah2 kena liptint nya. Liptint ini cocok di ombre, kalo aku biasanya ombre pake revlon atau dr brand y.o.u"""
442,2022-01-17T14:08:29.000Z,5348,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/sintangsari"">sintangsari</a></p>]","[<p class=""profile-age"">25 - 29</p>]",78469,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/sun-protection-44/azarine-cosmetics/hydrashoothe-sunscreen-gel-spf45?tab=reviews"">Hydrasoothe Sunscreen Gel SPF 45+++</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/azarine-cosmetics?tab=products&amp;order=popular&amp;page=1"">Azarine Cosmetics</a></h3>]","[<span class=""rating-text"">4.8</span>]","[<span class=""rating-total"">(<!-- -->3746<!-- -->)</span>]",Tokopedia,Sun Protection,Moisturizer,"[<p class=""profile-description"">Dry, Medium, Warm</p>]",3 months - 6 months,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>sintangsari recommends this product!</b></p>]","Sukakk bangetttt, emang lagi cari eye serum yang bisa ngatasi permasalahan mata aku, dan aku order eye serum ini karna banyak di review orang2 dan sejauh ini bagus dan aku sukak\xf0\x9f\xa5\xb0\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb nanti pasti order lagi kalau pemakaian pertama aku berhasil"""
443,2022-01-17T14:08:21.000Z,657039,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/tizaharis106"">tizaharis106</a></p>]","[<p class=""profile-age"">25 - 29</p>]",50280,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/fragrance/body-mist-spray-52/victorias-secret/bare-vanilla?tab=reviews"">Bare Vanilla</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/victorias-secret?tab=products&amp;order=popular&amp;page=1"">Victoria's Secret</a></h3>]","[<span class=""rating-text"">4.8</span>]","[<span class=""rating-total"">(<!-- -->132<!-- -->)</span>]",Shopee,"EDC, Body Mist \\u0026 Spray",Fragrance,"[<p class=""profile-description"">Combination, Medium Light, Warm</p>]",Less than 1 week,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>tizaharis106 recommends this product!</b></p>]","Akhirnya kebeli juga cleansing balm yg dah lama kuincer tapi selalu kelupaan dibeli. Wkwkwk serius ga sih ngincer nya. Yaa walau belinya nunggu diskon akhir tahun itu pun cuma beli yg munisize hihihi. Tapi belakangan aku ngrasa untuk cleanser sebisa mungkin aku ingin nyoba yg mini size jika tersedia, biar ga bosen gitu, hihi tapi sayangnya jarang yaa. Oke, balik ke review TBS Cleasing Balm ini. Teksturnya standar yaa, balm yg segera melted setelah di aplikasikan ke kulit. Yang aku suka dia termasuk mudah dibilas meski pakai air biasa (maklum, gw kudu rebus air kalo butuh air anget wkwkwk, kecuali lagi staycation) , walau kuakui kalo bilas pakai air anget hasilnya jauh lebih bersih. Wanginya lembut untuk ukuran cleansing balm. Ukuran minisize bisa untuk sebulan di aku. Hmmm irit juga. Nah makanya khawatir bosen kalo beli fullsize, hihihi."""
444,2022-01-17T14:06:34.000Z,755621,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/zuvie"">zuvie</a></p>]","[<p class=""profile-age"">19 - 24</p>]",74184,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/hand-foot/foot-care/carmed/carmed-urea-20?tab=reviews"">CARMED UREA 20%</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/carmed?tab=products&amp;order=popular&amp;page=1"">Carmed</a></h3>]","[<span class=""rating-text"">4</span>]","[<span class=""rating-total"">(<!-- -->2<!-- -->)</span>]",Tokopedia,Foot Cream,Hand \\u0026 Foot,"[<p class=""profile-description"">Combination, Medium Dark, Warm</p>]",1 month - 3 months,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>zuvie recommends this product!</b></p>]","Gak begitu wangi sih tapi lumayan lembut juga buat rambut aku yang berhijab apa lagi rontok jadi berkurang juga tapi gak bertahan lama , rambut jadi lebih bisa di atur di sisir juga gampang banget tapi ya itu paling cuma 2 hari aja jadi harus agak sering deh pake nya"""
445,2022-01-17T14:06:11.000Z,990850,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Sintafumio"">Sintafumio</a></p>]","[<p class=""profile-age"">19 - 24</p>]",2477,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/day-cream/garnier/sakura-white-pinkish-radiance-whitening-cream?tab=reviews"">Sakura White Whitening Serum Cream UVA/UVB Filters</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/garnier?tab=products&amp;order=popular&amp;page=1"">Garnier</a></h3>]","[<span class=""rating-text"">3.4</span>]","[<span class=""rating-total"">(<!-- -->1539<!-- -->)</span>]",Official Brand Store,Day Cream,Moisturizer,"[<p class=""profile-description"">Combination, Medium Light, Warm</p>]",More than 1 year,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Sintafumio recommends this product!</b></p>]","Sorry to say, udh pernah iseng2 pake produk ini (sebelum dikirim sm FD) and actually kulitku malah jadi merah2 gatel kaya orang biduran alergi gitu loh, jujur aku gasuka bgt sm lotion ini bukan bermaksud jahat yaa, tapi aroma parfumnya itu loh, gak bgt buat aku, trus jadi trauma utk pakainya, karena dikulitku jadi biduran gitu, but thank you so much FD udh kirim produk ini ke aku, mungkin bisa ku hibahkan ke adikku yaa. \xf0\x9f\x98\x89"""
