,date,id,nama,umur,id_produk,produk,brand,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,rekomendasi,review
411,2022-01-17T15:19:33.000Z,880859,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Etiyulianti"">Etiyulianti</a></p>]","[<p class=""profile-age"">40 - 44</p>]",78007,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/mask/wash-off-peel-off/npure/cica-chocomint-clay-mask?tab=reviews"">Cica Chocomint Clay Mask</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/npure?tab=products&amp;order=popular&amp;page=1"">N'pure</a></h3>]","[<span class=""rating-text"">4.9</span>]","[<span class=""rating-total"">(<!-- -->1269<!-- -->)</span>]",Shopee,Wash-Off,Mask,"[<p class=""profile-description"">Oily, Medium, Neutral</p>]",Less than 1 week,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Etiyulianti recommends this product!</b></p>]"," paling tokcer ini buat jerawat , aku pakai cream ini enak banget, creamya udah ada spfnya juga jadi untuk dipakai siang hari tetep aman2 aja pas kena sinar matahari . dan untuk jerawat sendiri ini emang keren banget , sekarang udah mulai ilang , kulit yang awalnya beerminyak juga udah ga lagi . """
412,2022-01-17T15:18:31.000Z,778215,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/TiaraAulya"">TiaraAulya</a></p>]","[<p class=""profile-age"">25 - 29</p>]",84458,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/night-cream-16/white-story/brightening-night-cream-24?tab=reviews"">Brightening Night Cream</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/white-story?tab=products&amp;order=popular&amp;page=1"">White Story</a></h3>]","[<span class=""rating-text"">4.9</span>]","[<span class=""rating-total"">(<!-- -->320<!-- -->)</span>]",Shopee,Night Cream,Moisturizer,"[<p class=""profile-description"">Combination, Medium Light, Cool</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>TiaraAulya recommends this product!</b></p>]","wanginya enak, pemakaiannyankayak minyak aromaterapi yang diolesin ke jerawat gitu. Lumayan bikin jerawat calm tapi pemakaiannya agak lama, untuk botol kecil ini cepet habis sih jadi cepet repurchase lagi"""
413,2022-01-17T15:17:00.000Z,778215,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/TiaraAulya"">TiaraAulya</a></p>]","[<p class=""profile-age"">25 - 29</p>]",84456,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/day-cream/white-story/brightening-day-cream-02?tab=reviews"">Brightening Day Cream</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/white-story?tab=products&amp;order=popular&amp;page=1"">White Story</a></h3>]","[<span class=""rating-text"">4.8</span>]","[<span class=""rating-total"">(<!-- -->316<!-- -->)</span>]",Shopee,Day Cream,Moisturizer,"[<p class=""profile-description"">Combination, Medium Light, Cool</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>TiaraAulya recommends this product!</b></p>]","Yess kulitku cocok. Aq pakai serangkaian blessing of sprout sekaligus untuk pertama kalinya, langsung waktu wajahku lagi BO krn ga cocok pakai bedak baru. Series ini punya aroma yg khas katanya bau lotus, beneran soft dan calming. Katanya sih toner, tp meurutku mirip essece , agak kental dan ada butiran\\u0026#34; gitu. Efek setelah pemakaiann kulit terasa lembab dan dingin. Repurchase? Yess, masuk ke rangkaian skincare kalau kulitku lagi bermasalah."""
414,2022-01-17T15:16:26.000Z,985519,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/fyana_putri"">fyana_putri</a></p>]","[<p class=""profile-age"">30 - 34</p>]",81242,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/cleanser/facial-wash/hayejin/hayejin-blessing-of-sprout-calming-cleanser?tab=reviews"">Blessing of Sprout Calming Cleanser</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/hayejin?tab=products&amp;order=popular&amp;page=1"">Hayejin</a></h3>]","[<span class=""rating-text"">4.7</span>]","[<span class=""rating-total"">(<!-- -->7<!-- -->)</span>]",Shopee,Facial Wash,Cleanser,"[<p class=""profile-description"">Dry, Light, Cool</p>]",1 week - 1 month,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>fyana_putri recommends this product!</b></p>]","walaupun ini toner ada fragrancenya, tapi ga bikin gatel. efek calmingnya dapet sih menurutku, dan emang cocok buat yg mukanya acne prone karna ada BHA utk bersihin pori2 yg di combined dengan cica buat calming kulit. gak berasa potent dan enak buat rutinitas harian."""
415,2022-01-17T15:14:34.000Z,648533,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/erjs"">erjs</a></p>]","[<p class=""profile-age"">25 - 29</p>]",72576,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer-36/lotions/mu-touch/goats-milk-body-lotion-1?tab=reviews"">Goat’s Milk Body Lotion</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/mu-touch?tab=products&amp;order=popular&amp;page=1"">MU Touch</a></h3>]","[<span class=""rating-text"">4.5</span>]","[<span class=""rating-total"">(<!-- -->4<!-- -->)</span>]",Tokopedia,Lotion,Moisturizer,"[<p class=""profile-description"">Combination, Medium, Neutral</p>]",1 month - 3 months,n,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>erjs recommends this product!</b></p>]"," ratus v roro mendut ini bagus banget, aromanya enak , aku pakai seminggu 2 x efeknya keren , miss v makin rapet , keputihan berkurang dan udah ga lembab lagi. jadi makin percaya diri dong sekarang kalau mau atau lagi aktivitas . """
416,2022-01-17T15:09:35.000Z,691284,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Arti"">Arti</a></p>]","[<p class=""profile-age"">25 - 29</p>]",74886,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer-36/creams-body-butter/erha/erhalogy-skin-barrier-body-moisturizer?tab=reviews"">Erhalogy Skin Barrier Body Moisturizer</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/erha?tab=products&amp;order=popular&amp;page=1"">Erha </a></h3>]","[<span class=""rating-text"">4.1</span>]","[<span class=""rating-total"">(<!-- -->10<!-- -->)</span>]",Instagram,Creams,Moisturizer,"[<p class=""profile-description"">Combination, Light, Cool</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Arti recommends this product!</b></p>]","ga nyangka produknya sebagus itu dengan harga yang affordable!! sangat di rekomendasikan untuk segala jenis kulit karena micellar water ponds ini sangat ringan digunakan! ayo kalian yang belum coba, cobain sekarang!!\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc"""
417,2022-01-17T15:08:10.000Z,596341,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Enykadinda04"">Enykadinda04</a></p>]","[<p class=""profile-age"">25 - 29</p>]",90320,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/foundation/liquid/you-beauty/noutriwear-flawless-cushion-foundation-w703-warm-ivory-1?tab=reviews"">NoutriWear+ Flawless Cushion Foundation </a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/you-beauty?tab=products&amp;order=popular&amp;page=1"">Y.O.U Beauty</a></h3>]","[<span class=""rating-text"">5</span>]","[<span class=""rating-total"">(<!-- -->1<!-- -->)</span>]",Instagram,Liquid,Foundation,"[<p class=""profile-description"">Normal, Medium, Neutral</p>]",Less than 1 week,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Enykadinda04 recommends this product!</b></p>]","Pertama kali aku kaget ngeliat warnanya ungu gitu tapi pas dipakai ternyata lumayan oke. Cocok sama kulitku, jadi agak memudar ke pink\\u0026#34; meskipun masih ada ungunya. Wanginya manis kayak buah-buahan enak gitu. Teksturnya aku suka banget sih agak kental tapi mudah diratakan dan stain lumayan tahan di aku meskipun masih nempel di masker. ada efek lembabnya juga. Kayaknya pengen nyobain warna lainnya juga deh. recomended."""
418,2022-01-17T15:05:04.000Z,404829,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Airara_airuel345"">Airara_airuel345</a></p>]","[<p class=""profile-age"">25 - 29</p>]",56384,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/mask/mask-sheet/first-lab/probiotic-mask?tab=reviews"">Probiotic Mask</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/first-lab?tab=products&amp;order=popular&amp;page=1"">First Lab </a></h3>]","[<span class=""rating-text"">4.8</span>]","[<span class=""rating-total"">(<!-- -->47<!-- -->)</span>]",Instagram,Mask Sheet,Mask,"[<p class=""profile-description"">Dry, Medium, Warm</p>]",Less than 1 week,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Airara_airuel345 recommends this product!</b></p>]","absolutely yes! texture seperti lendir berwarna putih, non fragrance, pas pertama apply ke kulit mungkin akan terlihat lengket, tapi percayalah sejujurnya tidak meninggalkan kesan lengket kok. bagus banget, punya efek mencerahkan, memperbaiki tekstur kulit yang kasar, kulit jadi terlihat lebih sehat. salah satu Wish list yang akhirnya kesampean make nih, gak ada kesan aneh2 sih selama pemakaian, gak bikin jerawatan maupun beruntusan. gak ada efek panas ataupun perih di kulit. tapi sayang kalo pengen repurchase harganya mahal banget \xf0\x9f\xa5\xb2\xf0\x9f\x91\x8d. padahal bagus banget ini."""
419,2022-01-17T14:59:15.000Z,424098,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Wulann_indah"">Wulann_indah</a></p>]","[<p class=""profile-age"">25 - 29</p>]",80127,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/eyes/mascara/ertos/mascara-dolla-looks-curl?tab=reviews"">Mascara Dolla Looks Curl</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/ertos?tab=products&amp;order=popular&amp;page=1"">Ertos</a></h3>]","[<span class=""rating-text"">4.6</span>]","[<span class=""rating-total"">(<!-- -->24<!-- -->)</span>]",Shopee,Mascara,Eyes,"[<p class=""profile-description"">Combination, Medium, Neutral</p>]",3 months - 6 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Wulann_indah recommends this product!</b></p>]","yang suka wangi vanilla wajib coba ini sih wangi vanilla yang creamy soft gak bikin eneg sama sekali karena dia wangi manis tp ada fresh nya lumayan awet di aku kalo di semprot di kulit tapi kalo di baju 3-4 jam aja"""
420,2022-01-17T14:50:59.000Z,992282,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Helsya12"">Helsya12</a></p>]","[<p class=""profile-age"">19 - 24</p>]",72656,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/cleanser/toner/wardah/lightening-face-toner-58?tab=reviews"">Lightening Face Toner</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/wardah?tab=products&amp;order=popular&amp;page=1"">Wardah</a></h3>]","[<span class=""rating-text"">3.7</span>]","[<span class=""rating-total"">(<!-- -->947<!-- -->)</span>]",Brand website,Toner,Cleanser,"[<p class=""profile-description"">19 - 24</p>]",1 week - 1 month,y,2,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Helsya12 recommends this product!</b></p>]","Salah satu powder foundation yang harus kalian coba karena formulanya ringan banget. Bedaknya halus banget bikin tampilan jadi flawless. Di kulit aku yang kombinasi, sangat mengontrol minyak berlebih. Untuk kalian yang kulitnya sawo matang bisa pakai shade W805 Yellow Beige agar tampilan lebih bright tapi tetap natural. """
421,2022-01-17T14:48:51.000Z,671470,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Gemblong"">Gemblong</a></p>]","[<p class=""profile-age"">19 - 24</p>]",57924,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/skin-soothing-treatment/citra/fresh-glow-tomato-bright-uv?tab=reviews"">Fresh Glow Multifunction Gel Tomato Bright UV</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/citra?tab=products&amp;order=popular&amp;page=1"">Citra</a></h3>]","[<span class=""rating-text"">4</span>]","[<span class=""rating-total"">(<!-- -->634<!-- -->)</span>]",FD Try and Review,Skin Soothing Treatment,Treatment,"[<p class=""profile-description"">Dry, Medium Light, Neutral</p>]",1 week - 1 month,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Gemblong recommends this product!</b></p>]","Aku udah cobain serumnya eucalie duluan dan aku suka. akhirnya beli tonernya karena bisa banget bantu eksfoliasi supaya kulit jadi cerah dan bener banget dong pas aku kombinasiin keduanya kulit aku jadi cepet banget proses cerahnya cuma 2 mingguan udah alus banget kulit aku dan cerah."""
422,2022-01-17T14:46:35.000Z,439219,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/annisadivi"">annisadivi</a></p>]","[<p class=""profile-age"">19 - 24</p>]",51183,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/by-ecom/honey-glow-by-ecom?tab=reviews"">Honey Glow Whitening And Anti Wrinkle</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/by-ecom?tab=products&amp;order=popular&amp;page=1"">BY ECOM</a></h3>]","[<span class=""rating-text"">3.9</span>]","[<span class=""rating-total"">(<!-- -->7<!-- -->)</span>]",Gift,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Oily, Light, Cool</p>]",1 month - 3 months,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>annisadivi recommends this product!</b></p>]","ekspektasi aku udah tinggi ke sunscreen ini, karena banyak review di instagram dan banyak yang suka! packagingnya cantik, dominasi warna lilac dan putih. super eyecatching seperti produk-produk joylab yang lain. dari tekstur dia enak sih, lotion warna putih yang punya aroma sheer. lotionnya agak cair gak yang kental banget, jadi ekspektasi aku bakal mudah diratakan. ternyata agak seret pas mau dispread. kupikir finishnya agak matte, tapi begitu dioles lagi terasa greasy dan kaya berminyak. mungkin tujuannya biar keliatan glowy finish gitu ya, tapi di aku jatuhnya jadi kusam :\\u0026#34; selain itu, sunscreen ini juga bener-bener perih di mata. asli aku sampe kaget karena tiba-tiba perih pas gak sengaja ngucek mata. perihnya juga yang perih banget dan awet. waktu dibasuh air wudhu dan pas cuci muka juga perih banget. jujur langsung turn off sama sunscreen ini pas ngerasa perih itu. kalau finish greasy atau kusam aku masih bisa tolerir, tapi kalau perih tuh gak nyaman. super gak nyaman. point unggulannya ya hanya no whitecast. sisanya jujur bikin kecewa :("""
423,2022-01-17T14:45:01.000Z,70737,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/auliaasaf"">auliaasaf</a></p>]","[<p class=""profile-age"">19 - 24</p>]",74833,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/cleanser/facial-wash/wardah/wardah-hydra-rose-gel-foam-cleanser?tab=reviews"">Hydra Rose Gel Foam Cleanser</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/wardah?tab=products&amp;order=popular&amp;page=1"">Wardah</a></h3>]","[<span class=""rating-text"">4.4</span>]","[<span class=""rating-total"">(<!-- -->511<!-- -->)</span>]",Shopee,Facial Wash,Cleanser,"[<p class=""profile-description"">Combination, Light, Neutral</p>]",6 months - 1 year,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>auliaasaf recommends this product!</b></p>]","suka banget sama wangi rosenya. tuntas bersihin sisa make up dan kotoran tapi ngga bikin kulit kering dan bisa mencerahkan, dan ngga bikin kulitku jd bruntusan. harganya juga sangat terjangkau dan mudah ditemukan dimanapun. pokonya aku recommend banget deh \xf0\x9f\x91\x8c\xf0\x9f\x91\x8c"""
424,2022-01-17T14:44:03.000Z,801255,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/debbiefatmawati"">debbiefatmawati</a></p>]","[<p class=""profile-age"">25 - 29</p>]",63254,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/loreal-paris/loreal-paris-revitalift-micro-essence-water?tab=reviews"">L'Oreal Paris Revitalift Micro Essence Water</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/loreal-paris?tab=products&amp;order=popular&amp;page=1"">L'Oreal Paris</a></h3>]","[<span class=""rating-text"">4.4</span>]","[<span class=""rating-total"">(<!-- -->36<!-- -->)</span>]",Sociolla,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Combination, Medium Light, Neutral</p>]",1 month - 3 months,n,3,"[<p class=""recommend""><i class=""icon-ic_thumbs_down""><span class=""path1""></span><span class=""path2""></span></i><b>debbiefatmawati doesn't recommend this product!<!-- --> </b></p>]","suka banget sama semua produk nya Y.O.U karena semua warna nya cocok untuk semua jenis kulit. Silky Smooth Texture: Diformulasikan dengan Soft Light-diffusing Powder dari Jepang, yang lembut di kulit, memberikan tampilan kulit cantik tanpa noda."""
425,2022-01-17T14:41:23.000Z,439219,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/annisadivi"">annisadivi</a></p>]","[<p class=""profile-age"">19 - 24</p>]",63093,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/by-ecom/pure-calming-ampoule?tab=reviews"">Pure Calming Ampoule</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/by-ecom?tab=products&amp;order=popular&amp;page=1"">BY ECOM</a></h3>]","[<span class=""rating-text"">4.6</span>]","[<span class=""rating-total"">(<!-- -->16<!-- -->)</span>]",Gift,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Oily, Light, Cool</p>]",1 month - 3 months,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>annisadivi recommends this product!</b></p>]","Bagus banget, baru pertama kali coba dan baru 2 minggu udh samar mata pandaku, aku pakai tiap malem sebelum tidur bangun2 mata seger banget, bakal beli lagi sih ini untuk ke 2X nya, kalian wajib coba juga yang punya masalah sama mata panda karna emang ngaruh sih menurut aku"""
426,2022-01-17T14:39:01.000Z,52558,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/indirafhanum"">indirafhanum</a></p>]","[<p class=""profile-age"">25 - 29</p>]",82029,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/make-up-75/eye-60/syca/lash-curler-1?tab=reviews"">Lash Curler</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/syca?tab=products&amp;order=popular&amp;page=1"">Syca</a></h3>]","[<span class=""rating-text"">4.3</span>]","[<span class=""rating-total"">(<!-- -->3<!-- -->)</span>]",Vending Machine,Eye ,Make Up,"[<p class=""profile-description"">Combination, Medium Light, Neutral</p>]",1 week - 1 month,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>indirafhanum recommends this product!</b></p>]","Produk vitamin rambut kesukaan dari awal launching pas masih SMA sampai sekarang tetap aku repurchase. Aku suka banget sama wanginya dan performanya yang bikin rambut jadi halus dan lembut, mudah diatur - yang aku kurang suka sebenarnya kemasannya, agak ribet. Aku sudah nemu vitamin rambut yang performa-nya sama dengan ini, tapi kemasannya dalam botol pencet gitu, jadi lebih praktis."""
427,2022-01-17T14:37:22.000Z,801255,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/debbiefatmawati"">debbiefatmawati</a></p>]","[<p class=""profile-age"">25 - 29</p>]",14591,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/day-cream/loreal-paris/revitalift-white-essence?tab=reviews"">Revitalift White Essence</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/loreal-paris?tab=products&amp;order=popular&amp;page=1"">L'Oreal Paris</a></h3>]","[<span class=""rating-text"">4.5</span>]","[<span class=""rating-total"">(<!-- -->2<!-- -->)</span>]",Sociolla,Day Cream,Moisturizer,"[<p class=""profile-description"">Combination, Medium Light, Neutral</p>]",6 months - 1 year,n,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>debbiefatmawati recommends this product!</b></p>]","Sebagai pemilik kulit kering aku suka sama produk ini. Bahkan aku berani untuk skip face oil dan moisturizer bahkan disaat cuaca lagi sering ujan sekalipun. Kalau mau kondangan ataupun bermake up, sunscreen ini bisa banget dipake sebagai primernya. sayangnya aku kurang suka kalau lagi cuaca panas dan banyak aktifitas. malah jadi gampang pliket gtu. aku pun pake ini kudu dikitl2 diaplikasiin dimuka."""
428,2022-01-17T14:33:25.000Z,439219,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/annisadivi"">annisadivi</a></p>]","[<p class=""profile-age"">19 - 24</p>]",89399,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/nama-beauty/c-booster-brightening-and-age-defying-face-serum?tab=reviews"">C-Booster Brightening &amp; Age Defying Face Serum</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/nama-beauty?tab=products&amp;order=popular&amp;page=1"">NAMA Beauty</a></h3>]","[<span class=""rating-text"">5</span>]","[<span class=""rating-total"">(<!-- -->9<!-- -->)</span>]",Gift,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Oily, Light, Cool</p>]",1 month - 3 months,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>annisadivi recommends this product!</b></p>]","Kardusnya lucu, segitiga bentuknya, kalau packaging lipcreamnya biasa sih, kotak bening cuman ada tulisan biasa gitu jadi bisa liat langsung warna lipcreamnya. Harganya affordable, aku beli 20rb. Warnanya waktu dilihat bold red/maroon tapi setelah dipakai lebih ke raspberry sih. Sebenarnya ini lipcream tapi gak lipcream, berasa seperti liptint tapi powdery, jadi kalau di ombre pake lipcream yg powdery atau Maybelle superstay otomatis lipstiknya jadi geser-geser gitu, tidak cantik. Jadi lebih cocok kalo diombre sama sesama liptint atau lip mouse karna teksturnya lebih mirip. Ini enteng sih waktu dipakai tapi tetep kerasa pakai lipstick karna teksturnya yg sedikit powdery. Untuk ketahanan just ok, gak cepet ilang dan gak long last juga."""
429,2022-01-17T14:32:54.000Z,801255,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/debbiefatmawati"">debbiefatmawati</a></p>]","[<p class=""profile-age"">25 - 29</p>]",6820,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/powders/loose/make-over/silky-smooth-translucent-powder-52?tab=reviews"">Silky Smooth Translucent Powder</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/make-over?tab=products&amp;order=popular&amp;page=1"">Make Over</a></h3>]","[<span class=""rating-text"">4.3</span>]","[<span class=""rating-total"">(<!-- -->72<!-- -->)</span>]",Matahari,Loose,Powder,"[<p class=""profile-description"">Combination, Medium Light, Neutral</p>]",More than 1 year,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>debbiefatmawati recommends this product!</b></p>]","Second cleansing balm yang bikin gw jatcin. Cleansing balm pertama yang bikin gw gak move on itu yang dari Gentle Hour. Terus pas produk ini hadir, lahhhhh cakep juga hahahaha. Packagingnya canggih banget dipikir buat naruh spatulanya jadi gak jorok. Tesktur produknya soft dan buttery banget tapi gak lengket dan gak heavy. Canggih banget juga ini produk buat mengangkat sisa makeup di wajah. Terus gak bikin gw jerawatan, gak bikin kulit kering dan gak bikin kulit berminyak."""
430,2022-01-17T14:32:11.000Z,349881,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/ariestyananda"">ariestyananda</a></p>]","[<p class=""profile-age"">30 - 34</p>]",55025,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/cleanser/facial-wash/the-body-shop/the-body-shop-camomile?tab=reviews"">The Body Shop Camomile</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/the-body-shop?tab=products&amp;order=popular&amp;page=1"">The Body Shop</a></h3>]","[<span class=""rating-text"">4.5</span>]","[<span class=""rating-total"">(<!-- -->163<!-- -->)</span>]",Shopee,Facial Wash,Cleanser,"[<p class=""profile-description"">Dry, Medium Light, Neutral</p>]",1 week - 1 month,n,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>ariestyananda recommends this product!</b></p>]","lumayan calming untuk jerawat2 yang mateng. wanginya kayak minyak kayu putih, agak pedes juga tp khasiatnya lumayan lah. recommended buat remaja yang mau coba coba produk jerawat. minusnya dia agak bikin kulit kering buat yg dry skin to normal"""
431,2022-01-17T14:26:39.000Z,755621,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/zuvie"">zuvie</a></p>]","[<p class=""profile-age"">19 - 24</p>]",600,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/cleanser/facial-wash/hada-labo/shirojyon-ultimate-whitening-face-wash?tab=reviews"">Shirojyun Ultimate Whitening Face Wash</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/hada-labo?tab=products&amp;order=popular&amp;page=1"">Hada Labo</a></h3>]","[<span class=""rating-text"">3.8</span>]","[<span class=""rating-total"">(<!-- -->2041<!-- -->)</span>]",Tokopedia,Facial Wash,Cleanser,"[<p class=""profile-description"">Combination, Medium Dark, Warm</p>]",1 month - 3 months,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>zuvie recommends this product!</b></p>]"," brightening face mist !!!! bener sekali ini emang face mist yang kasih efek cerah di kulitku. selain itu produk ini juga melembabkan. bahagia banget akhirnya nemu produk yang oke dan cocok di kulitku . recomended .. """
